Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng
20251,TDDT,163194,163194,ET4358,Cơ sở công nghệ vi điện tử,3(3-0-1-6),Thiết kế vi mạch-K67C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",D9-407
20251,TDDT,163195,163195,ET4033,Thiết kế IC tương tự,3(3-1-0-6),Thiết kế vi mạch-K67C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",D4-306
20251,TDDT,163195,163195,ET4033,Thiết kế IC tương tự,3(3-1-0-6),Thiết kế vi mạch-K67C,2,Thu,1230-1400,1,2,Chiều,"2-9,11-19",D4-306
20251,TDDT,163196,163196,ET4033,Thiết kế IC tương tự,3(3-1-0-6),Thiết kế vi mạch-K67C,1,Thu,1410-1730,3,6,Chiều,"2-9,11-19",D4-206
20251,TDDT,163197,163197,ET4356,Kiểm chứng và kiểm tra vi mạch,3(3-0-0-6),Thiết kế vi mạch-K67C,1,Sat,1505-1730,4,6,Chiều,"2-9,11-19",D3-403
20251,TDDT,163198,163198,ET4356,Kiểm chứng và kiểm tra vi mạch,3(3-0-0-6),Thiết kế vi mạch-K67C,1,Sat,1230-1455,1,3,Chiều,"2-9,11-19",D3-403
20251,TDDT,163199,163199,ET4111,Kỹ thuật đo lường y sinh,3(3-0-1-6),Y sinh-K67C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D8-501
20251,TDDT,163200,163200,ET4121,Thiết bị điện tử y sinh I,3(3-0-1-6),Y sinh - MĐ 1-K67C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D8-501
20251,TDDT,163201,163201,ET4235,IoT trong y tế,3(3-1-0-6),Y sinh - MĐ 1-K67C,1,Mon,1410-1730,3,6,Chiều,"2-9,11-19",D8-401
20251,TDDT,163202,163202,ET4471,Mạch xử lý tín hiệu y sinh,3(2-1-1-6),Y sinh - MĐ 1-K67C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",D8-401
20251,TDDT,163203,163203,ET4480,Công nghệ chẩn đoán hình ảnh I,3(3-1-0-6),Y sinh - MĐ 1-K67C,1,Mon,1230-1400,1,2,Chiều,"2-9,11-19",D8-401
20251,TDDT,163203,163203,ET4480,Công nghệ chẩn đoán hình ảnh I,3(3-1-0-6),Y sinh - MĐ 1-K67C,2,Thu,1505-1645,4,5,Chiều,"2-9,11-19",D8-401
20251,TDDT,163209,163209,ET4041,Kiến trúc máy tính,2(2-0-1-4),KSCS - ĐTVT-S,1,Mon,0730-1455,2,3,Sáng,"2-9,11-19",D9-503
20251,TDDT,163210,163210,ET5035,Quản trị dự án,2(2-1-0-4),KSCS - ĐTVT-S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D9-503
20251,TDDT,163211,163211,ET4032,Thiết kế IC tương tự,2(2-1-0-4),KSCS - ĐTVT - MĐ 1-S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",C7-130
20251,TDDT,163212,163212,ET6210,Các hệ thống thời gian thực,2(2-1-0-4),KSCS - ĐTVT - MĐ 1-S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",C7-130
20251,TDDT,163213,163213,ET4060,Phân tích và thiết kế hướng đối tượng,3(3-1-0-6),KSCS - ĐTVT - MĐ 2-S,1,Fri,0645-1005,1,4,Sáng,"2-9,11-19",D7-502
20251,TDDT,163214,163214,ET4245,Trí tuệ nhân tạo và ứng dụng,3(3-1-0-6),KSCS - ĐTVT - MĐ 2-S,1,Thu,1015-1145,5,6,Sáng,"2-9,11-19",D7-501
20251,TDDT,163214,163214,ET4245,Trí tuệ nhân tạo và ứng dụng,3(3-1-0-6),KSCS - ĐTVT - MĐ 2-S,2,Fri,1015-1145,5,6,Sáng,"2-9,11-19",D7-502
20251,TDDT,163215,163215,ET4430,Lập trình nâng cao,2(2-1-0-4),KSCS - ĐTVT - MĐ 2-S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D8-305
20251,TDDT,163216,163216,ET6231,Lập trình song song,2(2-1-0-4),KSCS - ĐTVT - MĐ 2-S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D8-305
20251,TDDT,163284,163284,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),KT Hoá học-K68S,1,Fri,0645-0815,1,2,Sáng,"2-9,11-19",D9-103
20251,TDDT,163285,163285,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),KT Hoá học-K68S,1,Fri,0825-1005,3,4,Sáng,"2-9,11-19",D9-103
20251,TDDT,163286,163286,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),KT Hoá học-K68S,1,Fri,1015-1145,5,6,Sáng,"2-9,11-19",D9-103
20251,TDDT,163287,163287,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),KT Hoá học-K68C,1,Wed,1230-1400,1,2,Chiều,"2-9,11-19",D8-104
20251,TDDT,163288,163288,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),KT Hoá học-K68C,1,Tue,1230-1400,1,2,Chiều,"2-9,11-19",D7-203
20251,TDDT,163431,163431,EE2012,Kỹ thuật điện,2(2-1-0-4),Sinh học - Thực phẩm-K69S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D9-104
20251,TDDT,163432,163432,EE2012,Kỹ thuật điện,2(2-1-0-4),Sinh học - Thực phẩm-K69S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D9-104
20251,TDDT,163433,163433,EE2012,Kỹ thuật điện,2(2-1-0-4),Sinh học - Thực phẩm-K69S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D9-104
20251,TDDT,163434,163434,EE2012,Kỹ thuật điện,2(2-1-0-4),Sinh học - Thực phẩm-K69S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D9-104
20251,TDDT,163435,163435,EE2012,Kỹ thuật điện,2(2-1-0-4),Sinh học - Thực phẩm-K69S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D9-202
20251,TDDT,163436,163436,EE2012,Kỹ thuật điện,2(2-1-0-4),Sinh học - Thực phẩm-K69S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D9-202
20251,TDDT,163568,163568,EE4256,Tự động hóa và điều khiển trong kỹ thuật môi trường,2(2-1-0-4),CN Môi trường-K67S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D9-107
20251,TDDT,163723,163723,EE2012,Kỹ thuật điện,2(2-1-0-4),Vật lý-K69C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",D3-406
20251,TDDT,163724,163724,EE2012,Kỹ thuật điện,2(2-1-0-4),Vật lý-K69C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",D3-504
20251,TDDT,163725,163725,EE2012,Kỹ thuật điện,2(2-1-0-4),Vật lý-K69C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",D3-406
20251,TDDT,163726,163726,EE2012,Kỹ thuật điện,2(2-1-0-4),Vật lý-K69C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D3-504
20251,TDDT,163727,163727,EE2012,Kỹ thuật điện,2(2-1-0-4),Vật lý-K69C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",D3-504
20251,TDDT,163738,163738,ET2010,Kỹ thuật điện tử,3(3-0-1-6),Vật lý-K69C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",D3-504
20251,TDDT,163801,163801,EE2010,Kỹ thuật điện,3(2-1-1-6),Vật liệu-K69C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",D4-502
20251,TDDT,163802,163802,EE2010,Kỹ thuật điện,3(2-1-1-6),Vật liệu-K69C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",D4-503
20251,TDDT,163803,163803,EE2010,Kỹ thuật điện,3(2-1-1-6),Vật liệu-K69C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",D4-502
20251,TDDT,163804,163804,EE2010,Kỹ thuật điện,3(2-1-1-6),Vật liệu-K69C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D4-503
20251,TDDT,163827,163827,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),Polyme-K69C,1,Thu,1315-1455,2,3,Chiều,"2-9,11-19",D4-405
20251,TDDT,163828,163828,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),Polyme-K69C,1,Thu,1505-1645,4,5,Chiều,"2-9,11-19",D4-406
20251,TDDT,163913,163913,EE2016,"Kỹ thuật điện, điện tử",3(3-1-0-6),KT in -K68S,1,Tue,0645-1005,1,4,Sáng,"2-9,11-19",D8-402
20251,TDDT,163930,163930,EE2012,Kỹ thuật điện,2(2-1-0-4),Dệt May-K69C,1,Tue,1230-1455,1,3,Chiều,"2-9,11-19",D3-504
20251,TDDT,163931,163931,EE2012,Kỹ thuật điện,2(2-1-0-4),Dệt May-K69C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",D3-504
20251,TDDT,163986,163986,EE3468,Hệ thống cung cấp điện,3(3-1-0-6),QL năng lượng-K69C,1,Fri,1410-1730,3,6,Chiều,"2-9,11-19",D9-303
20251,TDDT,164070,164070,EE3012,"Năng lượng tái tạo: Công nghệ, thị trường và chính sách phát triển",3(3-1-0-6),Kinh tế công nghiệp-K67C,1,Wed,1410-1730,3,6,Chiều,"2-9,11-19",D8-402
20251,TDDT,164237,164237,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",
20251,TDDT,164238,164238,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",
20251,TDDT,164239,164239,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",
20251,TDDT,164240,164240,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",
20251,TDDT,164241,164241,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68S,1,Sat,0645-0910,1,3,Sáng,"2-9,11-19",D3-402
20251,TDDT,164242,164242,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68S,1,Sat,0920-1145,4,6,Sáng,"2-9,11-19",D3-402
20251,TDDT,164243,164243,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",
20251,TDDT,164244,164244,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",
20251,TDDT,164245,164245,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",
20251,TDDT,164246,164246,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",
20251,TDDT,164247,164247,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",
20251,TDDT,164248,164248,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),Bổ trợ-K68C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",
